BASIN,SUBBASIN,BASIN NAME,SUBBASIN NAME,SITE NO,SALTWATER INTRUSION,WL FREQUENCY,PERIOD (YEARS),WQ,WQ Frequency,TEL,FORMATION,LAT,LONG
125,1250,Pioneer,Pioneer River,12500026A,No,4,1,,,,,-21.1655,148.6962
125,1250,Pioneer,Pioneer River,12500276A,Yes,4,1,,,,QUATERNARY - UNDEFINED,-21.1542,149.1757
125,1250,Pioneer,Pioneer River,12500067A,No,4,1,Yes,,,,-21.1461,148.8515
125,1250,Pioneer,Pioneer River,12600353A,Yes,2,1,,,,,-21.1687,149.1948
125,1250,Pioneer,Pioneer River,12500247B,No,4,1,,,,,-21.1434,149.1939
125,1250,Pioneer,Pioneer River,12500007A,No,4,1,,,,,-21.1369,148.6304
125,1250,Pioneer,Pioneer River,12500081A,No,4,1,,,,,-21.1198,148.9525
125,1250,Pioneer,Pioneer River,12500277A,Yes,4,1,,,,QUATERNARY - UNDEFINED,-21.1542,149.1757
125,1250,Pioneer,Pioneer River,12500014A,No,3,1,Yes,,Yes,,-21.1321,148.6881
125,1250,Pioneer,Pioneer River,12500006A,No,4,1,,,,,-21.1321,148.6317
125,1250,Pioneer,Pioneer River,12500009A,No,4,1,,,,,-21.1397,148.6303
125,1250,Pioneer,Pioneer River,12500009B,No,2,1,,,,,-21.1397,148.6303
125,1250,Pioneer,Pioneer River,12500040A,No,4,1,,,,,-21.1950,148.7557
125,1250,Pioneer,Pioneer River,12500050A,No,4,1,,,,,-21.2432,148.7800
125,1250,Pioneer,Pioneer River,12500065A,No,4,1,,,,,-21.1364,148.8291
125,1250,Pioneer,Pioneer River,12500066A,No,4,1,,,,,-21.1381,148.8471
125,1250,Pioneer,Pioneer River,12500077A,No,4,1,,,,,-21.1847,148.8264
125,1250,Pioneer,Pioneer River,12500084A,No,4,1,,,,,-21.1504,148.9966
125,1250,Pioneer,Pioneer River,12500086A,No,4,1,Yes,,,,-21.1446,149.0261
125,1250,Pioneer,Pioneer River,12500051A,No,4,1,,,,,-21.2689,148.8148
125,1250,Pioneer,Pioneer River,12500055A,No,4,1,,,,,-21.1838,148.7826
125,1250,Pioneer,Pioneer River,12500280A,No,4,1,,,,QUATERNARY - UNDEFINED,-21.1051,148.7236
125,1250,Pioneer,Pioneer River,12500019A,No,4,1,,,Yes,,-21.1335,148.7267
125,1250,Pioneer,Pioneer River,12500042A,No,4,1,,,,,-21.2166,148.7530
125,1250,Pioneer,Pioneer River,12500039A,No,4,1,,,,,-21.1817,148.7532
125,1250,Pioneer,Pioneer River,12500063A,No,4,1,,,,,-21.0941,148.8076
125,1250,Pioneer,Pioneer River,12500278A,Yes,4,1,,,,UNDIFFERENTIATED,-21.1496,149.1660
125,1250,Pioneer,Pioneer River,12500020A,No,4,1,,,,,-21.1557,148.7374
125,1250,Pioneer,Pioneer River,12500246A,No,4,1,,,,,-21.2029,148.7644
125,1250,Pioneer,Pioneer River,12500001A,No,2,1,,,,,-21.1384,148.5903
125,1250,Pioneer,Pioneer River,12500001B,No,4,1,,,,,-21.1384,148.5903
125,1250,Pioneer,Pioneer River,12500032A,No,2,1,,,,,-21.1796,148.7215
125,1250,Pioneer,Pioneer River,12500062A,No,4,1,,,,,-21.1257,148.8072
125,1250,Pioneer,Pioneer River,12500248A,No,4,1,,,,,-21.1475,148.8767
125,1250,Pioneer,Pioneer River,12500041A,No,4,1,,,,,-21.1992,148.7506
125,1250,Pioneer,Pioneer River,12500061A,No,4,1,,,,,-21.1531,148.7720
125,1250,Pioneer,Pioneer River,12500053A,No,4,1,Yes,,,,-21.3069,148.8314
125,1250,Pioneer,Pioneer River,12500073A,No,4,1,,,,,-21.1359,148.8966
125,1250,Pioneer,Pioneer River,12500245A,No,4,1,,,,,-21.2865,148.8255
125,1250,Pioneer,Pioneer River,12500247A,Yes,2,1,,,,,-21.1434,149.1939
125,1250,Pioneer,Pioneer River,12500087A,No,2,1,,,Yes,,-21.1463,149.0486
125,1250,Pioneer,Pioneer River,12500074A,No,4,1,,,,,-21.1354,148.9138
125,1250,Pioneer,Pioneer River,12500275A,Yes,4,1,,,,UNDIFFERENTIATED,-21.1543,149.1764
125,1250,Pioneer,Pioneer River,12500279A,Yes,4,1,,,,QUATERNARY - UNDEFINED,-21.1496,149.1660
125,1250,Pioneer,Pioneer River,12500263A,No,2,1,,,Yes,,-21.1585,148.8140
125,1250,Pioneer,Pioneer River,12600046A,No,4,1,,,,,-21.1605,149.0794
125,1250,Pioneer,Pioneer River,12500035A,No,4,1,,,,,-21.1774,148.7457
125,1250,Pioneer,Pioneer River,12500045A,No,4,1,,,,,-21.2026,148.7767
125,1250,Pioneer,Pioneer River,12500273A,Yes,4,1,,,Yes,PIONEER RIVER ALLUVIUM,-21.1515,149.1520
125,1250,Pioneer,Pioneer River,12500047A,No,3,1,Yes,,Yes,,-21.2125,148.7680
125,1250,Pioneer,Pioneer River,12500048A,No,4,1,,,,,-21.2147,148.7769
126,1260,Plane,Plane Creek,12600365A,Yes,2,1,,,,,-21.3092,149.1828
126,1260,Plane,Plane Creek,12600476A,No,4,1,,,,,-21.2338,149.0851
126,1260,Plane,Plane Creek,12600516A,Yes,4,1,,,,BAKERS CREEK ALLUVIUM,-21.2274,149.1523
126,1260,Plane,Plane Creek,12600516B,Yes,4,1,,,,BAKERS CREEK ALLUVIUM,-21.2274,149.1523
126,1260,Plane,Plane Creek,12600589A,Yes,4,1,,,,,-21.2350,149.1564
126,1260,Plane,Plane Creek,12600222A,No,4,1,Yes,,,,-21.2653,149.0810
126,1260,Plane,Plane Creek,12600527A,Yes,4,1,,,,,-21.2065,149.1182
126,1260,Plane,Plane Creek,12600527B,Yes,4,1,,,,,-21.2065,149.1182
126,1260,Plane,Plane Creek,12600536A,Yes,4,1,,,,,-21.2313,149.1224
126,1260,Plane,Plane Creek,12600021A,No,4,1,,,,,-21.2194,148.9585
126,1260,Plane,Plane Creek,12600038A,No,4,1,,,,,-21.1721,149.0041
126,1260,Plane,Plane Creek,12600025A,No,2,1,,,Yes,,-21.1813,148.8977
126,1260,Plane,Plane Creek,12600028A,No,2,1,,,Yes,,-21.1698,148.8605
126,1260,Plane,Plane Creek,12600271A,Yes,2,1,,,Yes,,-21.3464,149.1452
126,1260,Plane,Plane Creek,12600463A,Yes,4,1,,,,,-21.2455,149.1822
126,1260,Plane,Plane Creek,12600475A,No,4,1,,,,,-21.2338,149.0851
126,1260,Plane,Plane Creek,12600555A,No,4,1,,,,,-21.1703,149.1946
126,1260,Plane,Plane Creek,12600257A,No,2,1,,,,,-21.3070,149.1227
126,1260,Plane,Plane Creek,12600018A,No,4,1,,,,,-21.2411,148.9626
126,1260,Plane,Plane Creek,12600422A,No,2,1,,,Yes,,-21.2434,149.1053
126,1260,Plane,Plane Creek,12600499A,No,4,1,,,,,-21.1681,149.1275
126,1260,Plane,Plane Creek,12600499B,No,4,1,,,,,-21.1681,149.1275
126,1260,Plane,Plane Creek,12600535B,Yes,4,1,,,,,-21.2257,149.1248
126,1260,Plane,Plane Creek,12600535A,Yes,4,1,,,,,-21.2257,149.1248
126,1260,Plane,Plane Creek,12600547B,No,4,1,,,,,-21.1840,149.1095
126,1260,Plane,Plane Creek,12600547A,No,4,1,,,,,-21.1840,149.1095
126,1260,Plane,Plane Creek,12600584A,No,4,1,,,,UNDIFFERENTIATED,-21.3715,149.1656
126,1260,Plane,Plane Creek,12600057A,No,4,1,,,,,-21.2620,148.9763
126,1260,Plane,Plane Creek,12600070A,No,4,1,Yes,,,,-21.2868,149.0186
126,1260,Plane,Plane Creek,12600077A,Yes,2,1,,,,,-21.1800,149.1723
126,1260,Plane,Plane Creek,12600513A,Yes,4,1,,,,BAKERS CREEK ALLUVIUM,-21.2220,149.1392
126,1260,Plane,Plane Creek,12600513B,Yes,4,1,,,,BAKERS CREEK ALLUVIUM,-21.2220,149.1392
126,1260,Plane,Plane Creek,12600430A,No,4,1,,,,,-21.1845,148.9718
126,1260,Plane,Plane Creek,12600593A,Yes,4,1,,,,,-21.1856,149.1512
126,1260,Plane,Plane Creek,12600238A,No,2,1,,,,,-21.2122,149.0966
126,1260,Plane,Plane Creek,12600043A,No,4,1,,,,,-21.1762,149.0773
126,1260,Plane,Plane Creek,12600487A,No,4,1,,,,,-21.2686,148.9873
126,1260,Plane,Plane Creek,12600017A,No,4,1,,,,,-21.2556,148.9599
126,1260,Plane,Plane Creek,12600287A,No,4,1,,,,,-21.3510,149.1333
126,1260,Plane,Plane Creek,12600457A,Yes,2,1,,,,BAKERS CREEK ALLUVIUM,-21.2456,149.1822
126,1260,Plane,Plane Creek,12600457B,Yes,2,1,,,,BAKERS CREEK ALLUVIUM,-21.2456,149.1822
126,1260,Plane,Plane Creek,12600237A,Yes,2,1,,,,,-21.2228,149.1533
126,1260,Plane,Plane Creek,12600468A,No,2,1,,,Yes,,-21.3009,149.0361
126,1260,Plane,Plane Creek,12600303A,No,4,1,,,,,-21.4023,149.1966
126,1260,Plane,Plane Creek,12600355A,No,4,1,,,,,-21.1819,149.1722
126,1260,Plane,Plane Creek,12600355B,Yes,2,1,,,,,-21.1819,149.1722
126,1260,Plane,Plane Creek,12600249A,No,4,1,,,,,-21.2902,149.0684
126,1260,Plane,Plane Creek,12600254A,No,4,1,,,,,-21.3015,149.0832
126,1260,Plane,Plane Creek,12600599A,No,4,1,,,,BAKERS CREEK ALLUVIUM,-21.1842,149.1435
126,1260,Plane,Plane Creek,12600360A,Yes,4,1,,,,,-21.2301,149.1783
126,1260,Plane,Plane Creek,12600360B,No,4,1,,,,,-21.2301,149.1783
126,1260,Plane,Plane Creek,12600461A,Yes,2,1,,,,BAKERS CREEK ALLUVIUM,-21.2455,149.1822
126,1260,Plane,Plane Creek,12600477A,No,4,1,,,,,-21.1568,149.0476
126,1260,Plane,Plane Creek,12600484A,No,4,1,,,,,-21.2477,148.9883
126,1260,Plane,Plane Creek,12600509A,Yes,4,1,,,,,-21.2018,149.1264
126,1260,Plane,Plane Creek,12600509B,Yes,4,1,,,,,-21.2018,149.1264
126,1260,Plane,Plane Creek,12600548A,No,4,1,,,,,-21.1840,149.1095
126,1260,Plane,Plane Creek,12600581A,Yes,4,1,,,,QUATERNARY - UNDEFINED,-21.2424,149.1681
126,1260,Plane,Plane Creek,12600586A,Yes,2,1,,,,BAKERS CREEK ALLUVIUM,-21.1870,149.1637
126,1260,Plane,Plane Creek,12600034A,No,4,1,,,,,-21.1627,148.9557
126,1260,Plane,Plane Creek,12600378A,No,2,1,,,Yes,,-21.2332,148.9771
126,1260,Plane,Plane Creek,12600508A,Yes,4,1,,,,BAKERS CREEK ALLUVIUM,-21.2018,149.1264
126,1260,Plane,Plane Creek,12600030A,No,4,1,,,,,-21.1492,148.9115
126,1260,Plane,Plane Creek,12600480A,Yes,4,1,,,,,-21.2080,149.1064
126,1260,Plane,Plane Creek,12600061A,No,4,1,,,,,-21.2252,148.9951
126,1260,Plane,Plane Creek,12600546A,Yes,4,1,,,,,-21.1736,149.1500
126,1260,Plane,Plane Creek,12600223A,No,4,1,,,,,-21.2672,149.1012
126,1260,Plane,Plane Creek,12600014A,No,2,1,Yes,,Yes,,-21.2611,148.9289
126,1260,Plane,Plane Creek,12600012A,No,4,1,,,,,-21.2464,148.8778
126,1260,Plane,Plane Creek,12600358A,Yes,2,1,,,,,-21.2229,149.1530
126,1260,Plane,Plane Creek,12600488A,No,4,1,,,,,-21.2100,148.9970
126,1260,Plane,Plane Creek,12600235A,No,4,1,,,,,-21.2722,149.1820
126,1260,Plane,Plane Creek,12600302A,No,2,1,,,Yes,,-21.4078,149.1838
126,1260,Plane,Plane Creek,12600296A,No,4,1,,,,,-21.3176,149.2158
126,1260,Plane,Plane Creek,12600470A,No,4,1,,,,,-21.4140,149.1692
126,1260,Plane,Plane Creek,12600525A,Yes,4,1,,,,,-21.2562,149.1517
126,1260,Plane,Plane Creek,12600525B,Yes,4,1,,,,,-21.2562,149.1517
126,1260,Plane,Plane Creek,12600531A,Yes,4,1,,,,,-21.2611,149.1435
126,1260,Plane,Plane Creek,12600075A,Yes,2,1,,,Yes,,-21.1965,149.1486
126,1260,Plane,Plane Creek,12600467A,No,2,1,,,Yes,,-21.2843,149.0494
126,1260,Plane,Plane Creek,12600479A,Yes,4,1,,,,,-21.1834,149.1208
126,1260,Plane,Plane Creek,12600479B,Yes,4,1,,,,,-21.1834,149.1208
126,1260,Plane,Plane Creek,12600506A,Yes,4,1,,,,,-21.1996,149.1195
126,1260,Plane,Plane Creek,12600518A,Yes,4,1,,,,,-21.2540,149.1575
126,1260,Plane,Plane Creek,12600518B,Yes,4,1,,,,,-21.2540,149.1575
126,1260,Plane,Plane Creek,12600574A,No,4,1,,,,PIONEER RIVER ALLUVIUM,-21.1645,149.1124
126,1260,Plane,Plane Creek,12600582A,No,4,1,,,,QUATERNARY - UNDEFINED,-21.2424,149.1681
126,1260,Plane,Plane Creek,12600230A,No,4,1,Yes,,,,-21.2487,149.1358
126,1260,Plane,Plane Creek,12600514A,Yes,4,1,,,,BAKERS CREEK ALLUVIUM,-21.2220,149.1392
126,1260,Plane,Plane Creek,12600551A,No,4,1,,,,,-21.1707,149.1955
126,1260,Plane,Plane Creek,12600294A,Yes,2,1,Yes,,,,-21.2970,149.1688
126,1260,Plane,Plane Creek,12600466A,No,4,1,,,,,-21.2950,149.0066
126,1260,Plane,Plane Creek,12600538A,Yes,4,1,,,,,-21.2313,149.1224
126,1260,Plane,Plane Creek,12600576A,No,4,1,,,,UNDIFFERENTIATED,-21.3002,149.1395
126,1260,Plane,Plane Creek,12600590A,No,4,1,,,,QUATERNARY - UNDEFINED,-21.2350,149.1564
126,1260,Plane,Plane Creek,12600362B,No,4,1,,,,,-21.2722,149.1821
126,1260,Plane,Plane Creek,12600362A,No,4,1,,,,,-21.2722,149.1821
126,1260,Plane,Plane Creek,12600465A,No,4,1,,,,,-21.2950,149.0065
126,1260,Plane,Plane Creek,12600224A,No,4,1,,,,,-21.2519,149.0922
126,1260,Plane,Plane Creek,12600263A,Yes,4,1,,,,,-21.3396,149.1430
126,1260,Plane,Plane Creek,12600035A,No,3,1,,,Yes,,-21.1651,148.9971
126,1260,Plane,Plane Creek,12600359A,Yes,2,1,,,,,-21.2208,149.1824
126,1260,Plane,Plane Creek,12600359B,Yes,2,1,,,,,-21.2208,149.1824
126,1260,Plane,Plane Creek,12600496A,No,4,1,,,,,-21.1541,148.9137
126,1260,Plane,Plane Creek,12600557A,No,2,1,,,Yes,CARMILA BEDS,-21.6006,149.2396
126,1260,Plane,Plane Creek,12600446A,Yes,2,1,,,,,-21.2192,149.1577
126,1260,Plane,Plane Creek,12600526A,Yes,4,1,,,,,-21.2064,149.1182
126,1260,Plane,Plane Creek,12600526B,Yes,4,1,,,,,-21.2064,149.1182
126,1260,Plane,Plane Creek,12600221A,No,4,1,,,,,-21.2708,149.0641
126,1260,Plane,Plane Creek,12600074A,Yes,4,1,Yes,,,,-21.2062,149.1323
126,1260,Plane,Plane Creek,12600460A,Yes,2,1,,,,BAKERS CREEK ALLUVIUM,-21.2456,149.1822
126,1260,Plane,Plane Creek,12600464A,Yes,4,1,,,,,-21.2220,149.1392
126,1260,Plane,Plane Creek,12600492A,No,4,1,,,,,-21.1650,148.9405
126,1260,Plane,Plane Creek,12600492B,No,2,1,,,,,-21.1650,148.9405
126,1260,Plane,Plane Creek,12600533A,Yes,4,1,,,,,-21.2255,149.1248
126,1260,Plane,Plane Creek,12600026A,No,4,1,,,,,-21.1845,148.8703
126,1260,Plane,Plane Creek,12600600A,No,4,1,,,,BAKERS CREEK ALLUVIUM,-21.1842,149.1435
126,1260,Plane,Plane Creek,12600481A,Yes,4,1,,,,,-21.1756,149.1360
126,1260,Plane,Plane Creek,12600481B,Yes,4,1,,,,,-21.1756,149.1360
126,1260,Plane,Plane Creek,12600543B,Yes,4,1,,,,,-21.1736,149.1500
126,1260,Plane,Plane Creek,12600543A,Yes,4,1,,,,,-21.1736,149.1500
126,1260,Plane,Plane Creek,12600585A,Yes,2,1,,,,,-21.1871,149.1637
126,1260,Plane,Plane Creek,12600577A,Yes,4,1,,,,UNDIFFERENTIATED,-21.2939,149.1578
126,1260,Plane,Plane Creek,12600015A,No,4,1,,,,,-21.2639,148.9448
126,1260,Plane,Plane Creek,12600023A,No,4,1,Yes,,,,-21.1966,148.9218
126,1260,Plane,Plane Creek,12600042A,No,4,1,,,,,-21.1911,149.0862
126,1260,Plane,Plane Creek,12600458A,Yes,2,1,,,,BAKERS CREEK ALLUVIUM,-21.2456,149.1822
126,1260,Plane,Plane Creek,12600575A,No,4,1,,,,UNDIFFERENTIATED,-21.2956,149.1399
126,1260,Plane,Plane Creek,12600255A,Yes,4,1,,,,,-21.2815,149.0860
126,1260,Plane,Plane Creek,12600226A,No,4,1,,,,,-21.2304,149.1154
126,1260,Plane,Plane Creek,12600041A,No,2,1,,,Yes,,-21.2124,149.0564
126,1260,Plane,Plane Creek,12600491A,No,4,1,,,,,-21.2186,148.9181
126,1260,Plane,Plane Creek,12600511A,Yes,4,1,,,,,-21.2187,149.1228
126,1260,Plane,Plane Creek,12600515A,Yes,4,1,,,,BAKERS CREEK ALLUVIUM,-21.2274,149.1523
126,1260,Plane,Plane Creek,12600032A,No,2,1,,,Yes,,-21.1669,148.9255
126,1260,Plane,Plane Creek,12600573A,No,2,1,,,Yes,UNDIFFERENTIATED,-21.2795,149.1235
126,1260,Plane,Plane Creek,12600053A,No,4,1,,,,,-21.2057,148.9856
126,1260,Plane,Plane Creek,12600063A,No,4,1,,,,,-21.2713,148.9993
126,1260,Plane,Plane Creek,12600472A,Yes,4,1,,,,,-21.2539,149.1575
126,1260,Plane,Plane Creek,12600532A,Yes,4,1,,,,,-21.2686,149.1280
126,1260,Plane,Plane Creek,12600588A,No,4,1,,,,LIZZIE CREEK VOLCANIC GROUP,-21.1884,148.9308
126,1260,Plane,Plane Creek,12600286A,Yes,4,1,,,,,-21.3419,149.1382
126,1260,Plane,Plane Creek,12600510A,Yes,4,1,,,,BAKERS CREEK ALLUVIUM,-21.2187,149.1228
126,1260,Plane,Plane Creek,12600512B,Yes,4,1,,,,BAKERS CREEK ALLUVIUM,-21.2187,149.1228
126,1260,Plane,Plane Creek,12600512A,Yes,4,1,,,,BAKERS CREEK ALLUVIUM,-21.2187,149.1228
126,1260,Plane,Plane Creek,12600553A,No,4,1,,,,,-21.1705,149.1949
126,1260,Plane,Plane Creek,12600559B,No,4,1,,,,CARMILA BEDS,-21.6604,149.3061
126,1260,Plane,Plane Creek,12600066A,No,4,1,,,,,-21.3172,148.9982
126,1260,Plane,Plane Creek,12600233A,No,4,1,,,,,-21.2302,149.1785
126,1260,Plane,Plane Creek,12600528B,Yes,4,1,,,,,-21.2610,149.1435
126,1260,Plane,Plane Creek,12600556A,No,4,1,,,,,-21.1703,149.1946
126,1260,Plane,Plane Creek,12600505A,Yes,4,1,,,,,-21.1997,149.1195
126,1260,Plane,Plane Creek,12600523A,Yes,4,1,,,,,-21.2288,149.1647
126,1260,Plane,Plane Creek,12600552A,No,4,1,,,,,-21.1706,149.1955
126,1260,Plane,Plane Creek,12600236A,Yes,4,1,,,,,-21.2620,149.1704
126,1260,Plane,Plane Creek,12600587A,Yes,2,1,,,,,-21.1870,149.1636
126,1260,Plane,Plane Creek,12600259A,No,4,1,,,,,-21.3340,149.1446
126,1260,Plane,Plane Creek,12600498A,No,4,1,,,,,-21.1681,149.1275
126,1260,Plane,Plane Creek,12600571A,No,4,1,,,,PIONEER RIVER ALLUVIUM,-21.1845,148.8514
126,1260,Plane,Plane Creek,12600250A,No,4,1,,,,,-21.2980,149.0715
126,1260,Plane,Plane Creek,12600474A,Yes,4,1,,,,,-21.2174,149.1060
126,1260,Plane,Plane Creek,12600019A,No,4,1,,,,,-21.2298,148.9493
126,1260,Plane,Plane Creek,12600045A,No,2,1,,,Yes,,-21.1618,149.0869
126,1260,Plane,Plane Creek,12600357B,Yes,2,1,,,,,-21.2028,149.1558
126,1260,Plane,Plane Creek,12600357A,Yes,2,1,,,,,-21.2028,149.1558
126,1260,Plane,Plane Creek,12600493B,No,2,1,,,,,-21.1657,148.9083
126,1260,Plane,Plane Creek,12600493A,No,4,1,,,,,-21.1657,148.9083
126,1260,Plane,Plane Creek,12600522A,Yes,4,1,,,,,-21.2288,149.1647
126,1260,Plane,Plane Creek,12600537A,Yes,4,1,,,,,-21.2313,149.1224
126,1260,Plane,Plane Creek,12600598A,No,4,1,,,,CONNORS VOLCANICS,-21.4076,149.2275
126,1260,Plane,Plane Creek,12600289A,No,2,1,Yes,,Yes,,-21.3627,149.1149
126,1260,Plane,Plane Creek,12600486A,No,4,1,,,,,-21.2681,148.9582
126,1260,Plane,Plane Creek,12600519A,Yes,4,1,,,,BAKERS CREEK ALLUVIUM,-21.2170,149.1186
126,1260,Plane,Plane Creek,12600044A,No,4,1,Yes,,,,-21.1706,149.0849
126,1260,Plane,Plane Creek,12600524B,Yes,4,1,,,,,-21.2562,149.1517
126,1260,Plane,Plane Creek,12600524A,Yes,4,1,,,,,-21.2562,149.1517
126,1260,Plane,Plane Creek,12600534A,Yes,4,1,,,,,-21.2256,149.1248
126,1260,Plane,Plane Creek,12600258A,No,4,1,,,,,-21.3335,149.1335
126,1260,Plane,Plane Creek,12600013A,No,4,1,,,,,-21.2583,148.9139
126,1260,Plane,Plane Creek,12600517A,Yes,4,1,,,,SANDY CREEK ALLUVIUM,-21.2539,149.1575
126,1260,Plane,Plane Creek,12600229A,No,2,1,Yes,,Yes,,-21.2327,149.1381
126,1260,Plane,Plane Creek,12600363A,Yes,2,1,,,,,-21.2862,149.1591
126,1260,Plane,Plane Creek,12600363B,Yes,2,1,,,,,-21.2862,149.1591
126,1260,Plane,Plane Creek,12600462A,Yes,2,1,,,,BAKERS CREEK ALLUVIUM,-21.2455,149.1822
126,1260,Plane,Plane Creek,12600497A,Yes,4,1,,,,,-21.2856,149.1084
126,1260,Plane,Plane Creek,12600544A,Yes,4,1,,,,,-21.1736,149.1500
126,1260,Plane,Plane Creek,12600580A,Yes,4,1,,,,QUATERNARY - UNDEFINED,-21.2570,149.1263
126,1260,Plane,Plane Creek,12500078A,No,4,1,Yes,,,,-21.1525,148.8761
126,1260,Plane,Plane Creek,12600031A,No,4,1,,,,,-21.1596,148.9267
126,1260,Plane,Plane Creek,12600445A,Yes,2,1,,,,,-21.2225,149.1694
126,1260,Plane,Plane Creek,12600469A,No,4,1,,,,,-21.4099,149.1404
126,1260,Plane,Plane Creek,12600483A,Yes,4,1,,,,,-21.1997,149.1195
126,1260,Plane,Plane Creek,12600055A,No,4,1,,,,,-21.2206,148.9832
126,1260,Plane,Plane Creek,12600068A,No,4,1,,,,,-21.3154,149.0307
126,1260,Plane,Plane Creek,12600530A,Yes,4,1,,,,,-21.2611,149.1435
126,1260,Plane,Plane Creek,12600292A,No,4,1,,,,,-21.3093,149.1547
126,1260,Plane,Plane Creek,12600071A,No,4,1,,,,,-21.2726,149.0396
126,1260,Plane,Plane Creek,12600232A,No,4,1,,,,,-21.2288,149.1647
126,1260,Plane,Plane Creek,12600456A,Yes,2,1,,,,BAKERS CREEK ALLUVIUM,-21.2456,149.1822
126,1260,Plane,Plane Creek,12600539A,Yes,4,1,,,,,-21.2313,149.1225
126,1260,Plane,Plane Creek,12600579A,Yes,4,1,,,,QUATERNARY - UNDEFINED,-21.2571,149.1263
126,1260,Plane,Plane Creek,12600290A,No,4,1,,,,,-21.3926,149.1167
126,1260,Plane,Plane Creek,12600459A,Yes,4,1,,,,BAKERS CREEK ALLUVIUM,-21.2456,149.1822
126,1260,Plane,Plane Creek,12600478A,No,4,1,,,,,-21.1569,149.0475
126,1260,Plane,Plane Creek,12600521A,Yes,4,1,,,,BAKERS CREEK ALLUVIUM,-21.2288,149.1647
126,1260,Plane,Plane Creek,12600448A,Yes,4,1,,,,,-21.2030,149.1559
126,1260,Plane,Plane Creek,12600448B,Yes,4,1,,,,,-21.2030,149.1559
126,1260,Plane,Plane Creek,12600578A,No,4,1,,,,QUATERNARY - UNDEFINED,-21.2527,149.1053
126,1260,Plane,Plane Creek,12600040A,No,4,1,Yes,,,,-21.1769,149.0419
126,1260,Plane,Plane Creek,12600489A,No,4,1,Yes,,,,-21.2117,148.9656
126,1260,Plane,Plane Creek,12600489B,No,4,1,,,,,-21.2117,148.9656
126,1260,Plane,Plane Creek,12600601A,No,4,1,,,,BAKERS CREEK ALLUVIUM,-21.1842,149.1434
126,1260,Plane,Plane Creek,12600231A,Yes,4,1,,,Yes,,-21.2490,149.1608
126,1260,Plane,Plane Creek,12600507A,Yes,4,1,,,,,-21.1996,149.1194
126,1260,Plane,Plane Creek,12600225A,No,4,1,,,,,-21.2423,149.1091
126,1260,Plane,Plane Creek,12600227A,No,4,1,,,,,-21.2232,149.1045
126,1260,Plane,Plane Creek,12600072A,No,4,1,,,,,-21.1925,149.1187
126,1260,Plane,Plane Creek,12600036A,No,4,1,,,,,-21.1540,149.0248
126,1260,Plane,Plane Creek,12600520A,Yes,4,1,,,,,-21.2170,149.1186
126,1260,Plane,Plane Creek,12600253A,No,2,1,,,Yes,,-21.3287,149.0994
126,1260,Plane,Plane Creek,12600482A,Yes,2,1,,,Yes,,-21.1919,149.1120
126,1260,Plane,Plane Creek,12600305A,No,4,1,,,,,-21.4029,149.2105
126,1260,Plane,Plane Creek,12600473A,Yes,4,1,,,,,-21.2170,149.1186
126,1260,Plane,Plane Creek,12600545A,Yes,4,1,,,,,-21.1736,149.1500
126,1260,Plane,Plane Creek,12600450A,Yes,2,1,,,,,-21.1881,149.1582
126,1260,Plane,Plane Creek,12600450B,Yes,2,1,,,,,-21.1881,149.1582
126,1260,Plane,Plane Creek,12600060A,No,4,1,,,,,-21.2113,149.0134
126,1260,Plane,Plane Creek,12600228A,No,4,1,,,,,-21.2221,149.1392
126,1260,Plane,Plane Creek,12600529A,Yes,4,1,,,,PIONEER RIVER ALLUVIUM,-21.2610,149.1435
126,1260,Plane,Plane Creek,12600592A,Yes,4,1,,,,,-21.1856,149.1512
126,1260,Plane,Plane Creek,12600549A,No,2,1,,,Yes,,-21.2881,149.0568
126,1260,Plane,Plane Creek,12600591A,Yes,4,1,,,,,-21.1856,149.1512
126,1260,Plane,Plane Creek,12600011A,No,4,1,,,,,-21.2452,148.8573
126,1260,Plane,Plane Creek,12600431A,No,3,1,,,Yes,,-21.1999,148.9539
126,1260,Plane,Plane Creek,12600299A,No,4,1,,,,,-21.3684,149.2283
126,1260,Plane,Plane Creek,12600528A,Yes,4,1,,,,,-21.2610,149.1435
129,1290,Waterpark,Waterpark Creek,12900030A,No,4,1,,,,WANDILLA FORMATION,-23.0657,150.7265
129,1290,Waterpark,Waterpark Creek,12900048A,No,4,1,,,,FARNBOROUGH DUNES,-23.0772,150.7569
130,1303,Fitzroy,Dawson River,13030720A,No,1,1,Yes,,,KARIBOE CREEK ALLUVIUM,-24.5312,150.6647
130,1303,Fitzroy,Dawson River,37201A,No,1,3,Yes,,,PRECIPICE SANDSTONE,-25.4208,149.9688
130,1303,Fitzroy,Dawson River,13030787A,No,4,1,,,,DEE RIVER ALLUVIUM,-23.8792,150.2369
130,1304,Fitzroy,Isaac River,13040055A,No,4,1,Yes,,,DENISON CREEK ALLUVIUM,-21.7842,148.7507
130,1303,Fitzroy,Dawson River,13030100A,No,4,1,,,,KROOMBIT CREEK ALLUVIUM,-24.3835,150.4538
130,1304,Fitzroy,Isaac River,13040039A,No,4,1,,,,NEBO CREEK ALLUVIUM,-21.7065,148.6915
130,1303,Fitzroy,Dawson River,13030814A,No,2,1,,,Yes,,-25.7483,149.7333
